,wave,gender,age,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,guess_prob_liked,met,decision,decision_o,match
4029,11.0,1,29.0,23.0,6.0,0,8.0,4.0,16.0,16.0,19.0,17.0,14.0,18.0,5.0,6.0,6.0,4.0,5.0,30.0,25.0,18.0,18.0,4.0,5.0,7.0,10.0,5.0,7.0,7.0,4.0,7.0,7.0,5.0,7.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,0.34,5.0,5.0,1.0,1.0,0,1,0
4030,11.0,1,29.0,23.0,6.0,1,8.0,4.0,10.0,15.0,40.0,15.0,10.0,10.0,6.0,6.0,7.0,5.0,5.0,30.0,25.0,18.0,18.0,4.0,5.0,7.0,10.0,5.0,7.0,7.0,7.0,6.0,5.0,6.0,4.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,0.37,5.0,4.0,2.0,0.0,0,0,0
4031,11.0,1,29.0,25.0,4.0,1,8.0,4.0,25.0,20.0,25.0,25.0,5.0,0.0,4.0,4.0,7.0,6.0,7.0,30.0,25.0,18.0,18.0,4.0,5.0,7.0,10.0,5.0,7.0,7.0,9.0,8.0,7.0,7.0,6.0,6.0,1.0,5.0,7.0,7.0,4.0,8.0,1.0,3.0,2.0,5.0,7.0,8.0,8.0,8.0,3.0,2.0,0.41,5.0,8.0,1.0,0.0,0,0,0
4032,11.0,1,24.0,28.0,4.0,1,3.0,3.0,0.0,25.0,25.0,25.0,25.0,0.0,4.0,5.0,6.0,6.0,6.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,7.0,9.0,8.0,9.0,8.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.47,6.0,9.0,10.0,0.0,1,1,1
4033,11.0,1,24.0,33.0,9.0,0,3.0,3.0,25.0,30.0,10.0,10.0,5.0,20.0,6.0,7.0,7.0,7.0,7.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,5.0,6.0,8.0,7.0,7.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.5,6.0,6.0,7.0,0.0,1,1,1
4034,11.0,1,24.0,22.0,2.0,0,3.0,3.0,25.0,7.0,25.0,25.0,8.0,10.0,4.0,3.0,3.0,3.0,4.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,6.0,7.0,10.0,6.0,9.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.33,6.0,5.0,8.0,0.0,0,0,0
4035,11.0,1,24.0,26.0,2.0,0,3.0,3.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,6.0,6.0,6.0,6.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,2.0,4.0,6.0,4.0,6.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.28,6.0,4.0,3.0,0.0,0,0,0
4036,11.0,1,24.0,24.0,0.0,0,3.0,3.0,15.0,25.0,20.0,20.0,10.0,10.0,6.0,7.0,6.0,5.0,6.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,4.0,8.0,8.0,5.0,9.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.66,6.0,6.0,7.0,0.0,0,0,0
4037,11.0,1,24.0,24.0,0.0,0,3.0,3.0,22.0,14.0,30.0,10.0,14.0,10.0,5.0,7.0,7.0,7.0,7.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,6.0,8.0,8.0,8.0,8.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.46,6.0,7.0,6.0,0.0,0,0,0
4038,11.0,1,24.0,25.0,1.0,0,3.0,3.0,7.0,35.0,20.0,20.0,5.0,13.0,8.0,6.0,5.0,2.0,5.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,7.0,6.0,5.0,6.0,7.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.1,6.0,8.0,6.0,0.0,0,0,0
4039,11.0,1,24.0,25.0,1.0,0,3.0,3.0,15.0,18.0,19.0,19.0,17.0,12.0,5.0,6.0,7.0,5.0,5.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,8.0,7.0,8.0,5.0,6.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.19,6.0,5.0,2.0,0.0,0,0,0
4040,11.0,1,24.0,27.0,3.0,0,3.0,3.0,19.0,20.0,19.0,14.0,13.0,15.0,6.0,8.0,6.0,8.0,7.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,3.0,7.0,8.0,6.0,10.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.52,6.0,4.0,4.0,0.0,0,0,0
4041,11.0,1,24.0,26.0,2.0,0,3.0,3.0,15.0,20.0,20.0,20.0,15.0,10.0,5.0,6.0,7.0,6.0,6.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,3.0,0.0,6.0,5.0,4.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.39,6.0,6.0,5.0,0.0,0,0,0
4042,11.0,1,24.0,29.0,5.0,0,3.0,3.0,10.0,40.0,20.0,20.0,0.0,10.0,7.0,7.0,8.0,7.0,8.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,4.0,6.0,7.0,6.0,2.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.09,6.0,5.0,7.0,0.0,0,0,0
4043,11.0,1,24.0,26.0,2.0,0,3.0,3.0,20.0,20.0,20.0,10.0,20.0,10.0,8.0,9.0,8.0,7.0,8.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,7.0,8.0,9.0,9.0,8.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.72,6.0,7.0,6.0,0.0,1,1,1
4044,11.0,1,24.0,26.0,2.0,0,3.0,3.0,15.0,15.0,25.0,20.0,5.0,20.0,6.0,8.0,8.0,8.0,7.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,6.0,7.0,8.0,8.0,9.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.14,6.0,6.0,6.0,0.0,1,1,1
4045,11.0,1,24.0,32.0,8.0,0,3.0,3.0,15.0,5.0,45.0,10.0,15.0,10.0,5.0,6.0,6.0,4.0,4.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,4.0,3.0,2.0,0.0,4.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.52,6.0,2.0,4.0,0.0,0,0,0
4046,11.0,1,24.0,28.0,4.0,0,3.0,3.0,25.0,20.0,20.0,25.0,0.0,10.0,4.0,4.0,6.0,4.0,4.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,8.0,9.0,8.0,8.0,7.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.03,6.0,8.0,8.0,0.0,1,0,0
4047,11.0,1,24.0,26.0,2.0,0,3.0,3.0,20.0,30.0,10.0,15.0,10.0,15.0,4.0,6.0,5.0,5.0,5.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.1,6.0,4.0,5.0,0.0,0,0,0
4048,11.0,1,24.0,24.0,0.0,1,3.0,3.0,30.0,20.0,20.0,10.0,15.0,5.0,8.0,7.0,7.0,8.0,8.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,8.0,9.0,9.0,8.0,10.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,-0.22,6.0,9.0,8.0,0.0,1,1,1
4049,11.0,1,24.0,24.0,0.0,0,3.0,3.0,20.0,10.0,30.0,15.0,15.0,10.0,8.0,8.0,7.0,7.0,6.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,8.0,9.0,8.0,7.0,6.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.53,6.0,8.0,7.0,0.0,1,1,1
4050,11.0,1,24.0,23.0,1.0,0,3.0,3.0,16.0,16.0,19.0,17.0,14.0,18.0,4.0,5.0,5.0,5.0,5.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,4.0,6.0,7.0,4.0,5.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.13,6.0,5.0,4.0,0.0,0,0,0
4051,11.0,1,24.0,23.0,1.0,0,3.0,3.0,10.0,15.0,40.0,15.0,10.0,10.0,5.0,4.0,4.0,5.0,5.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,6.0,0.0,4.0,6.0,5.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.29,6.0,6.0,4.0,0.0,0,0,0
4052,11.0,1,24.0,25.0,1.0,0,3.0,3.0,25.0,20.0,25.0,25.0,5.0,0.0,4.0,6.0,7.0,8.0,9.0,30.0,10.0,20.0,20.0,10.0,10.0,7.0,7.0,10.0,9.0,9.0,8.0,7.0,8.0,7.0,8.0,3.0,3.0,4.0,7.0,6.0,5.0,4.0,5.0,1.0,10.0,7.0,6.0,8.0,9.0,10.0,8.0,7.0,0.6,6.0,8.0,7.0,0.0,1,0,0
4053,11.0,1,21.0,28.0,7.0,0,1.0,1.0,0.0,25.0,25.0,25.0,25.0,0.0,7.0,6.0,9.0,4.0,9.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,7.0,8.0,8.0,6.0,6.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.38,6.0,7.0,7.0,0.0,1,0,0
4054,11.0,1,21.0,33.0,12.0,0,1.0,1.0,25.0,30.0,10.0,10.0,5.0,20.0,6.0,7.0,7.0,5.0,6.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,6.0,6.0,7.0,5.0,6.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.29,6.0,6.0,7.0,0.0,1,0,0
4055,11.0,1,21.0,22.0,1.0,1,1.0,1.0,25.0,7.0,25.0,25.0,8.0,10.0,8.0,7.0,6.0,5.0,4.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,5.0,5.0,6.0,6.0,5.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.34,6.0,5.0,6.0,0.0,1,0,0
4056,11.0,1,21.0,26.0,5.0,0,1.0,1.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,6.0,7.0,6.0,7.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,5.0,5.0,6.0,5.0,5.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.3,6.0,5.0,5.0,0.0,1,0,0
4057,11.0,1,21.0,24.0,3.0,0,1.0,1.0,15.0,25.0,20.0,20.0,10.0,10.0,6.0,6.0,7.0,4.0,6.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,6.0,5.0,7.0,6.0,5.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.05,6.0,6.0,6.0,0.0,1,0,0
4058,11.0,1,21.0,24.0,3.0,1,1.0,1.0,22.0,14.0,30.0,10.0,14.0,10.0,5.0,5.0,6.0,6.0,6.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,6.0,6.0,7.0,5.0,6.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.56,6.0,6.0,7.0,0.0,1,0,0
4059,11.0,1,21.0,25.0,4.0,0,1.0,1.0,7.0,35.0,20.0,20.0,5.0,13.0,6.0,8.0,7.0,5.0,4.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,7.0,6.0,6.0,5.0,6.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.36,6.0,8.0,6.0,0.0,1,0,0
4061,11.0,1,21.0,27.0,6.0,0,1.0,1.0,19.0,20.0,19.0,14.0,13.0,15.0,6.0,8.0,7.0,6.0,7.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,5.0,6.0,8.0,5.0,7.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.43,6.0,7.0,7.0,0.0,1,0,0
4062,11.0,1,21.0,26.0,5.0,0,1.0,1.0,15.0,20.0,20.0,20.0,15.0,10.0,8.0,8.0,8.0,8.0,7.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,6.0,6.0,7.0,5.0,6.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.54,6.0,6.0,6.0,0.0,1,1,1
4063,11.0,1,21.0,29.0,8.0,1,1.0,1.0,10.0,40.0,20.0,20.0,0.0,10.0,6.0,8.0,8.0,5.0,8.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,4.0,7.0,8.0,5.0,8.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.2,6.0,5.0,7.0,0.0,1,0,0
4064,11.0,1,21.0,26.0,5.0,0,1.0,1.0,20.0,20.0,20.0,10.0,20.0,10.0,5.0,10.0,9.0,7.0,7.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,6.0,6.0,7.0,5.0,7.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.23,6.0,7.0,6.0,0.0,1,0,0
4065,11.0,1,21.0,26.0,5.0,1,1.0,1.0,15.0,15.0,25.0,20.0,5.0,20.0,5.0,6.0,7.0,5.0,8.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,5.0,8.0,7.0,7.0,5.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.4,6.0,5.0,7.0,0.0,1,0,0
4066,11.0,1,21.0,32.0,11.0,1,1.0,1.0,15.0,5.0,45.0,10.0,15.0,10.0,8.0,6.0,10.0,5.0,6.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,6.0,6.0,7.0,4.0,5.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.24,6.0,6.0,5.0,0.0,1,0,0
4067,11.0,1,21.0,28.0,7.0,1,1.0,1.0,25.0,20.0,20.0,25.0,0.0,10.0,5.0,0.0,5.0,3.0,7.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,6.0,6.0,8.0,6.0,6.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.32,6.0,7.0,7.0,0.0,1,0,0
4068,11.0,1,21.0,26.0,5.0,0,1.0,1.0,20.0,30.0,10.0,15.0,10.0,15.0,6.0,5.0,7.0,4.0,7.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,5.0,6.0,7.0,5.0,6.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,-0.48,6.0,5.0,7.0,0.0,1,0,0
4070,11.0,1,21.0,24.0,3.0,1,1.0,1.0,20.0,10.0,30.0,15.0,15.0,10.0,6.0,7.0,8.0,4.0,10.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,8.0,6.0,7.0,5.0,7.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.64,6.0,8.0,7.0,0.0,1,0,0
4071,11.0,1,21.0,23.0,2.0,0,1.0,1.0,16.0,16.0,19.0,17.0,14.0,18.0,5.0,8.0,7.0,5.0,6.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,7.0,6.0,8.0,6.0,7.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.61,6.0,8.0,7.0,0.0,1,0,0
4072,11.0,1,21.0,23.0,2.0,1,1.0,1.0,10.0,15.0,40.0,15.0,10.0,10.0,6.0,4.0,5.0,5.0,4.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,7.0,5.0,6.0,6.0,6.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.43,6.0,6.0,6.0,0.0,1,0,0
4073,11.0,1,21.0,25.0,4.0,1,1.0,1.0,25.0,20.0,25.0,25.0,5.0,0.0,7.0,6.0,8.0,7.0,7.0,25.0,10.0,25.0,5.0,10.0,25.0,10.0,7.0,6.0,10.0,10.0,7.0,4.0,6.0,6.0,7.0,9.0,1.0,10.0,6.0,7.0,7.0,4.0,6.0,5.0,10.0,1.0,9.0,7.0,7.0,9.0,5.0,9.0,0.29,6.0,7.0,7.0,0.0,1,0,0
4074,11.0,1,26.0,28.0,2.0,0,7.0,3.0,0.0,25.0,25.0,25.0,25.0,0.0,2.0,4.0,5.0,5.0,5.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,6.0,9.0,8.0,7.0,9.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.34,4.0,8.0,7.0,0.0,1,0,0
4075,11.0,1,26.0,33.0,7.0,0,7.0,3.0,25.0,30.0,10.0,10.0,5.0,20.0,6.0,6.0,7.0,6.0,7.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,4.0,7.0,7.0,2.0,6.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.58,4.0,5.0,4.0,0.0,0,1,0
4076,11.0,1,26.0,22.0,4.0,1,7.0,3.0,25.0,7.0,25.0,25.0,8.0,10.0,8.0,7.0,6.0,5.0,5.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,3.0,8.0,10.0,3.0,6.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.49,4.0,5.0,6.0,0.0,0,1,0
4077,11.0,1,26.0,26.0,0.0,0,7.0,3.0,16.67,16.67,16.67,16.67,16.67,16.67,6.0,6.0,6.0,6.0,6.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,7.0,6.0,5.0,5.0,4.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.24,4.0,5.0,3.0,0.0,0,0,0
4078,11.0,1,26.0,24.0,2.0,0,7.0,3.0,15.0,25.0,20.0,20.0,10.0,10.0,6.0,5.0,6.0,7.0,6.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,7.0,8.0,9.0,7.0,8.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,-0.06,4.0,8.0,7.0,0.0,1,0,0
4079,11.0,1,26.0,24.0,2.0,1,7.0,3.0,22.0,14.0,30.0,10.0,14.0,10.0,3.0,5.0,6.0,6.0,6.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,6.0,5.0,4.0,5.0,3.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.7,4.0,5.0,4.0,0.0,0,0,0
4080,11.0,1,26.0,25.0,1.0,0,7.0,3.0,7.0,35.0,20.0,20.0,5.0,13.0,7.0,10.0,10.0,6.0,3.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,6.0,10.0,9.0,8.0,8.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.1,4.0,7.0,5.0,0.0,1,1,1
4081,11.0,1,26.0,25.0,1.0,1,7.0,3.0,15.0,18.0,19.0,19.0,17.0,12.0,7.0,2.0,8.0,8.0,5.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.72,4.0,10.0,10.0,0.0,1,0,0
4082,11.0,1,26.0,27.0,1.0,0,7.0,3.0,19.0,20.0,19.0,14.0,13.0,15.0,7.0,7.0,8.0,7.0,8.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,7.0,7.0,8.0,7.0,5.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.39,4.0,9.0,10.0,0.0,1,1,1
4083,11.0,1,26.0,26.0,0.0,0,7.0,3.0,15.0,20.0,20.0,20.0,15.0,10.0,8.0,10.0,9.0,8.0,7.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,8.0,10.0,9.0,7.0,5.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.7,4.0,9.0,10.0,0.0,1,1,1
4084,11.0,1,26.0,29.0,3.0,1,7.0,3.0,10.0,40.0,20.0,20.0,0.0,10.0,7.0,7.0,8.0,8.0,7.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,5.0,6.0,7.0,3.0,6.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.39,4.0,6.0,3.0,0.0,0,0,0
4085,11.0,1,26.0,26.0,0.0,0,7.0,3.0,20.0,20.0,20.0,10.0,20.0,10.0,5.0,9.0,7.0,7.0,7.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,8.0,5.0,7.0,8.0,7.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.2,4.0,8.0,6.0,0.0,1,0,0
4086,11.0,1,26.0,26.0,0.0,1,7.0,3.0,15.0,15.0,25.0,20.0,5.0,20.0,5.0,6.0,7.0,6.0,6.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,8.0,9.0,6.0,8.0,5.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.57,4.0,9.0,8.0,0.0,1,0,0
4087,11.0,1,26.0,32.0,6.0,1,7.0,3.0,15.0,5.0,45.0,10.0,15.0,10.0,6.0,5.0,8.0,4.0,6.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,3.0,4.0,6.0,2.0,3.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.52,4.0,3.0,3.0,0.0,0,0,0
4088,11.0,1,26.0,28.0,2.0,1,7.0,3.0,25.0,20.0,20.0,25.0,0.0,10.0,4.0,6.0,7.0,5.0,4.0,24.0,16.0,28.0,14.0,8.0,10.0,7.0,6.0,7.0,10.0,8.0,9.0,9.0,6.0,5.0,4.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0,0.52,4.0,7.0,2.0,0.0,1,0,0
